#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
156 5 8 4 5 6 2
157 5 7 4 5 6 3
158 5 7 3 6 6 3
159 6 7 3 6 6 2
160 6 7 3 6 6 2
161 5 7 3 6 6 2
162 6 7 3 6 6 2
163 6 9 2 5 6 2
164 6 9 2 6 5 2
165 6 9 1 6 6 2
166 7 7 3 7 4 1
167 7 7 2 8 4 1
168 6 6 4 8 4 2
169 6 7 4 6 5 2
170 6 7 3 7 5 2
171 7 6 4 7 5 1
172 6 7 4 7 5 1
173 5 7 4 8 4 2
174 4 6 5 8 4 3
175 4 7 3 8 5 3
176 4 7 4 8 4 3
177 4 7 4 8 4 3
178 4 6 4 9 4 3
179 5 7 4 9 4 1
180 5 7 4 9 4 1
181 5 7 4 9 4 1
182 5 8 2 9 4 1
183 5 8 3 9 3 1
184 5 8 4 8 4 1
185 5 9 3 8 4 1
186 5 9 3 8 4 1
187 5 7 4 8 5 1
188 4 7 4 8 5 2
189 4 7 4 8 5 2
190 4 8 3 8 4 2
191 4 8 3 8 5 2
192 4 8 4 8 4 2
193 4 8 4 8 4 2
194 4 7 5 7 5 2
195 4 8 4 8 4 2
196 4 7 4 9 4 2
197 4 7 3 9 4 2
198 4 7 3 8 5 2
199 4 7 3 9 4 2
200 4 7 3 8 5 2
201 4 7 3 7 6 2
202 4 7 3 7 7 2
203 4 7 4 7 6 2
204 4 7 4 7 6 2
205 4 7 4 7 6 2
206 4 7 4 7 5 2
207 4 7 4 7 5 2
208 4 7 4 7 5 2
209 4 7 4 7 6 2
210 4 8 3 7 6 2
211 4 7 4 7 6 2
212 4 6 4 7 7 2
213 4 8 3 7 6 2
214 5 7 3 7 6 2
215 4 8 2 7 6 3
216 4 8 2 7 6 3
217 5 8 1 7 6 3
218 6 6 3 7 6 2
219 6 6 3 7 6 2
220 5 6 3 7 6 3
221 6 7 2 7 6 2
222 6 7 2 7 6 2
223 5 8 2 6 6 3
224 6 8 2 6 6 2
225 6 7 2 6 7 2
226 5 7 2 7 6 3
227 5 7 2 7 6 3
228 5 7 3 7 5 3
229 5 7 3 7 5 3
230 5 7 2 7 5 3
231 5 7 2 7 5 3
232 5 7 3 7 5 2
233 5 8 2 7 5 2
234 5 8 3 7 5 1
235 5 8 3 7 5 1
236 5 9 2 7 5 1
237 5 8 3 6 6 1
238 6 8 4 7 5 0
239 6 8 4 7 5 0
240 6 8 4 7 5 0
241 6 8 4 6 6 0
242 6 8 4 6 6 0
243 6 8 4 6 6 0
244 6 8 4 6 6 0
245 6 8 4 6 6 0
246 6 9 3 6 6 0
247 6 9 3 6 6 0
248 6 8 4 6 6 0
249 6 8 4 6 6 0
250 6 7 5 6 6 0
251 6 7 5 6 6 0
