#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
1 0 0 10 0 10 6
2 0 0 10 0 10 6
3 1 3 6 4 6 10
4 2 3 5 4 6 9
5 4 3 5 6 4 8
6 4 3 6 6 3 8
7 5 4 5 5 3 8
8 5 4 5 6 2 8
9 4 4 4 4 4 8
10 4 4 5 4 3 9
11 4 4 5 4 3 9
12 4 3 8 5 2 8
13 4 5 6 6 1 8
14 4 5 6 5 2 8
15 4 4 6 5 3 8
16 4 4 6 6 2 8
17 4 4 6 4 4 8
18 4 5 5 4 4 8
19 4 4 5 4 4 9
20 4 4 5 4 4 9
21 4 4 4 4 4 9
22 4 4 4 4 4 9
23 4 4 4 3 5 9
24 4 5 3 3 5 9
25 4 4 4 4 5 9
26 4 3 5 5 4 9
27 5 3 5 5 4 8
28 5 4 4 3 6 8
29 6 4 4 3 6 7
30 5 3 5 4 5 8
31 5 2 5 5 5 8
32 5 2 5 5 5 8
33 4 2 6 4 5 9
34 4 2 6 5 4 9
35 4 2 5 5 5 9
36 4 2 5 5 5 9
37 4 2 5 5 5 9
38 4 3 4 5 5 9
39 5 3 4 5 5 8
40 5 3 4 5 5 8
41 4 4 3 6 4 9
42 4 5 2 5 5 9
43 4 5 2 6 4 9
44 4 4 3 7 3 8
45 5 3 3 6 5 7
46 5 3 4 6 5 7
47 5 3 3 4 7 7
48 4 3 3 4 8 8
49 5 3 3 5 7 7
50 5 3 3 5 7 7
51 5 2 4 5 7 7
52 6 2 4 5 7 6
53 6 3 3 5 7 6
54 5 3 3 5 7 7
55 6 3 3 5 7 6
56 6 3 4 5 6 6
57 6 5 4 4 6 5
58 7 4 5 4 6 4
59 7 4 5 4 6 4
60 7 4 5 5 5 4
61 7 4 5 4 6 4
62 6 4 5 4 6 5
63 6 4 4 3 7 5
64 6 4 4 4 6 5
65 6 4 5 4 6 5
66 6 3 6 4 6 5
67 6 3 5 4 6 5
68 6 3 5 3 7 5
69 5 3 5 3 7 7
70 5 4 6 2 7 6
71 7 3 6 3 6 5
72 7 4 5 2 7 5
73 7 4 5 2 7 5
74 6 3 6 3 6 6
75 7 4 5 4 5 5
76 7 4 6 3 6 4
77 8 4 6 3 6 3
78 7 4 6 4 5 4
79 7 5 5 4 5 4
80 7 5 5 2 7 4
81 6 5 5 3 6 5
82 7 5 5 3 6 4
83 7 5 5 4 5 4
84 6 5 5 4 5 5
85 6 5 6 4 5 4
86 6 5 6 4 5 4
87 6 6 5 4 5 4
88 6 7 5 3 5 4
89 7 6 6 4 4 3
90 6 6 6 4 4 4
91 6 6 6 4 4 4
92 6 6 6 4 4 4
93 6 5 7 4 4 4
94 6 5 6 3 4 4
95 6 5 6 3 4 4
96 6 6 7 3 4 4
97 6 6 6 4 4 4
98 6 7 6 3 4 4
99 6 7 6 4 3 4
100 6 6 7 3 4 4
101 6 7 6 4 3 4
102 6 7 6 4 3 4
103 6 6 7 4 3 4
104 6 9 5 3 3 4
105 7 6 6 4 3 4
106 7 6 5 4 3 5
107 7 5 6 4 3 5
108 7 4 7 4 3 5
109 7 5 5 4 4 5
110 7 5 4 4 5 5
111 7 5 4 4 5 5
112 8 4 5 4 4 5
113 8 4 5 4 4 5
114 9 6 3 4 4 4
115 9 5 4 4 4 4
116 9 6 3 4 4 4
117 7 4 4 4 4 7
118 7 4 4 4 4 7
119 9 4 4 4 4 5
120 9 4 4 4 4 5
121 9 5 3 4 4 5
122 8 5 4 4 4 5
123 8 6 4 4 4 4
124 8 6 4 4 4 4
125 8 6 4 4 4 4
126 7 6 3 4 4 6
127 8 6 4 4 4 4
128 8 5 5 4 4 4
129 8 6 4 4 4 4
130 7 7 4 4 4 4
131 7 7 3 4 4 5
132 6 6 4 4 4 5
133 6 7 4 4 4 5
134 8 7 5 4 4 2
135 7 7 5 4 4 3
136 5 9 4 4 4 4
137 5 9 4 4 4 4
138 5 10 3 4 4 4
139 6 9 4 4 4 3
140 5 9 4 5 3 4
141 5 10 3 5 3 4
142 5 11 3 5 3 3
143 5 9 5 5 3 3
144 5 8 5 5 4 3
145 5 9 4 5 4 3
146 5 9 3 5 5 3
147 4 8 4 5 5 4
148 5 8 5 5 5 2
149 5 7 6 5 5 2
150 5 8 5 5 5 2
151 5 8 5 5 5 2
152 5 8 5 5 5 2
153 5 8 4 6 5 2
154 5 8 3 6 6 2
155 5 8 4 5 6 2
