#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
156 6 9 4 3 3 5
157 6 9 3 4 2 5
158 6 8 4 4 2 5
159 6 8 5 4 2 5
160 6 8 4 4 2 5
161 7 8 3 4 2 5
162 6 9 2 4 3 6
163 6 10 2 4 3 5
164 6 10 2 5 2 5
165 6 9 2 5 3 5
166 6 9 2 5 3 5
167 5 9 3 4 4 5
168 4 9 3 4 3 6
169 4 9 3 5 3 6
170 4 8 4 5 3 6
171 4 8 4 5 3 6
172 3 8 5 6 2 6
173 2 8 5 6 2 7
174 3 8 6 6 2 5
175 4 8 4 6 3 4
176 4 9 4 6 2 4
177 4 9 4 6 2 5
178 4 9 3 6 3 5
179 4 10 3 6 3 4
180 5 8 5 6 3 3
181 5 9 4 6 3 3
182 5 9 4 7 2 3
183 5 9 4 7 2 3
184 5 7 5 6 3 3
185 5 7 4 5 5 3
186 4 8 3 7 3 4
187 4 6 5 7 3 4
188 3 7 5 7 3 4
189 4 6 5 7 3 4
190 4 6 5 7 3 4
191 4 7 4 7 3 3
192 4 7 4 7 3 3
193 4 7 4 7 3 3
194 4 8 3 7 3 3
195 4 7 4 7 3 3
196 4 8 3 7 3 3
197 4 8 2 7 4 3
198 4 7 3 8 3 3
199 4 6 5 7 4 3
200 4 7 4 7 4 3
201 4 7 4 8 3 3
202 4 6 5 8 3 3
203 4 6 4 8 4 3
204 4 6 4 8 4 3
205 4 6 4 8 4 3
206 4 6 5 7 4 3
207 4 6 5 7 4 3
208 4 6 4 8 4 3
209 4 6 4 8 4 3
210 4 6 4 8 4 3
211 4 6 4 8 3 3
212 4 6 4 9 3 3
213 4 6 4 9 3 3
214 4 7 3 9 3 3
215 4 7 3 9 3 3
216 4 7 3 9 3 3
217 4 7 3 8 4 3
218 4 7 3 7 5 3
219 4 7 3 7 5 3
220 4 7 3 8 4 3
221 4 7 3 8 4 3
222 4 7 3 8 4 3
223 4 7 3 7 5 3
224 4 7 3 7 5 3
225 4 7 3 7 5 3
226 4 7 3 7 5 3
227 4 7 3 7 5 3
228 4 7 3 7 5 3
229 4 7 3 7 5 3
230 4 7 3 7 5 3
231 4 7 3 7 5 3
232 4 7 3 7 5 3
233 4 6 4 7 5 3
234 4 6 4 7 5 3
235 4 6 4 7 5 3
236 4 6 4 7 5 3
237 4 6 4 7 5 3
238 4 6 4 7 5 3
239 4 6 4 7 5 3
240 4 6 4 7 5 3
241 4 6 4 7 5 3
242 4 6 4 7 5 3
243 4 6 4 7 5 3
244 4 6 4 7 5 3
245 4 6 4 7 5 3
246 4 6 4 7 5 3
247 4 6 4 7 5 3
248 4 6 4 7 5 3
249 4 6 4 7 5 3
250 5 6 4 7 5 2
251 5 7 3 7 5 2
