timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
39 80 102 0.19904568721510268 9.543127848973265E-4
39 85 97 0.19757789868770004 0.0024221013122999735
40 80 102 0.19904568721510268 9.543127848973265E-4
40 85 97 0.19757789868770004 0.0024221013122999735
41 80 102 0.19904568721510268 9.543127848973265E-4
41 85 97 0.19757789868770004 0.0024221013122999735
42 80 102 0.19904568721510268 9.543127848973265E-4
42 85 97 0.19757789868770004 0.0024221013122999735
43 9 14 0.1996453426186263 3.546573813737186E-4
43 80 102 0.19904568721510268 9.543127848973265E-4
43 85 97 0.19757789868770004 0.0024221013122999735
44 9 14 0.1996453426186263 3.546573813737186E-4
44 80 102 0.19904568721510268 9.543127848973265E-4
44 85 97 0.19757789868770004 0.0024221013122999735
45 9 14 0.1996453426186263 3.546573813737186E-4
45 80 102 0.19904568721510268 9.543127848973265E-4
45 85 97 0.19757789868770004 0.0024221013122999735
46 4 58 0.19589970052414693 0.004100299475853081
46 9 14 0.1996453426186263 3.546573813737186E-4
46 80 102 0.19904568721510268 9.543127848973265E-4
46 85 97 0.19757789868770004 0.0024221013122999735
47 4 58 0.19589970052414693 0.004100299475853081
47 9 14 0.1996453426186263 3.546573813737186E-4
47 80 102 0.19904568721510268 9.543127848973265E-4
47 85 97 0.19757789868770004 0.0024221013122999735
48 4 58 0.19589970052414693 0.004100299475853081
48 9 14 0.1996453426186263 3.546573813737186E-4
48 80 102 0.19904568721510268 9.543127848973265E-4
48 85 97 0.19757789868770004 0.0024221013122999735
49 4 58 0.19589970052414693 0.004100299475853081
49 9 14 0.1996453426186263 3.546573813737186E-4
49 80 102 0.19904568721510268 9.543127848973265E-4
49 85 97 0.19757789868770004 0.0024221013122999735
50 4 58 0.19589970052414693 0.004100299475853081
50 9 14 0.1996453426186263 3.546573813737186E-4
50 80 102 0.19904568721510268 9.543127848973265E-4
50 85 97 0.19757789868770004 0.0024221013122999735
51 4 58 0.19589970052414693 0.004100299475853081
51 9 14 0.1996453426186263 3.546573813737186E-4
51 80 102 0.19904568721510268 9.543127848973265E-4
51 85 97 0.19757789868770004 0.0024221013122999735
52 4 58 0.19589970052414693 0.004100299475853081
52 9 14 0.1996453426186263 3.546573813737186E-4
52 80 102 0.19904568721510268 9.543127848973265E-4
52 85 97 0.19757789868770004 0.0024221013122999735
53 4 58 0.19589970052414693 0.004100299475853081
53 9 14 0.1996453426186263 3.546573813737186E-4
53 80 102 0.19904568721510268 9.543127848973265E-4
53 85 97 0.19757789868770004 0.0024221013122999735
54 4 58 0.19589970052414693 0.004100299475853081
54 9 14 0.1996453426186263 3.546573813737186E-4
54 80 102 0.19904568721510268 9.543127848973265E-4
54 85 97 0.19757789868770004 0.0024221013122999735
55 4 58 0.19589970052414693 0.004100299475853081
55 9 14 0.1996453426186263 3.546573813737186E-4
55 80 102 0.19904568721510268 9.543127848973265E-4
55 85 97 0.19757789868770004 0.0024221013122999735
56 4 58 0.19589970052414693 0.004100299475853081
56 9 14 0.1996453426186263 3.546573813737186E-4
56 80 102 0.19904568721510268 9.543127848973265E-4
56 85 97 0.19757789868770004 0.0024221013122999735
57 4 58 0.19589970052414693 0.004100299475853081
57 9 14 0.1996453426186263 3.546573813737186E-4
57 80 102 0.19904568721510268 9.543127848973265E-4
57 85 97 0.19757789868770004 0.0024221013122999735
58 4 58 0.19589970052414693 0.004100299475853081
58 9 14 0.1996453426186263 3.546573813737186E-4
58 80 102 0.19904568721510268 9.543127848973265E-4
58 85 97 0.19757789868770004 0.0024221013122999735
59 4 58 0.19589970052414693 0.004100299475853081
59 9 14 0.1996453426186263 3.546573813737186E-4
59 80 102 0.19904568721510268 9.543127848973265E-4
59 85 97 0.19757789868770004 0.0024221013122999735
59 87 117 0.19886820795679674 0.0011317920432032669
60 4 58 0.19589970052414693 0.004100299475853081
60 9 14 0.1996453426186263 3.546573813737186E-4
60 80 102 0.19904568721510268 9.543127848973265E-4
60 85 97 0.19757789868770004 0.0024221013122999735
60 87 117 0.19886820795679674 0.0011317920432032669
61 4 58 0.19589970052414693 0.004100299475853081
61 9 14 0.1996453426186263 3.546573813737186E-4
61 80 102 0.19904568721510268 9.543127848973265E-4
61 85 97 0.19757789868770004 0.0024221013122999735
61 87 117 0.19886820795679674 0.0011317920432032669
62 4 58 0.19589970052414693 0.004100299475853081
62 9 14 0.1996453426186263 3.546573813737186E-4
62 80 102 0.19904568721510268 9.543127848973265E-4
62 85 97 0.19757789868770004 0.0024221013122999735
62 87 117 0.19886820795679674 0.0011317920432032669
63 4 58 0.19589970052414693 0.004100299475853081
63 9 14 0.1996453426186263 3.546573813737186E-4
63 80 102 0.19904568721510268 9.543127848973265E-4
63 85 97 0.19757789868770004 0.0024221013122999735
63 87 117 0.19886820795679674 0.0011317920432032669
64 4 58 0.19589970052414693 0.004100299475853081
64 9 14 0.1996453426186263 3.546573813737186E-4
64 80 102 0.19904568721510268 9.543127848973265E-4
64 85 97 0.19757789868770004 0.0024221013122999735
64 87 117 0.19886820795679674 0.0011317920432032669
65 4 58 0.19589970052414693 0.004100299475853081
65 9 14 0.1996453426186263 3.546573813737186E-4
65 80 102 0.19904568721510268 9.543127848973265E-4
65 85 97 0.19757789868770004 0.0024221013122999735
65 87 117 0.19886820795679674 0.0011317920432032669
66 4 58 0.19589970052414693 0.004100299475853081
66 9 14 0.1996453426186263 3.546573813737186E-4
66 80 102 0.19904568721510268 9.543127848973265E-4
66 85 97 0.19757789868770004 0.0024221013122999735
66 87 117 0.19886820795679674 0.0011317920432032669
67 4 58 0.19589970052414693 0.004100299475853081
67 9 14 0.1996453426186263 3.546573813737186E-4
67 80 102 0.19904568721510268 9.543127848973265E-4
67 85 97 0.19757789868770004 0.0024221013122999735
67 87 117 0.19886820795679674 0.0011317920432032669
68 4 58 0.19589970052414693 0.004100299475853081
68 9 14 0.1996453426186263 3.546573813737186E-4
68 80 102 0.19904568721510268 9.543127848973265E-4
68 85 97 0.19757789868770004 0.0024221013122999735
68 87 117 0.19886820795679674 0.0011317920432032669
69 4 58 0.19589970052414693 0.004100299475853081
69 9 14 0.1996453426186263 3.546573813737186E-4
69 80 102 0.19904568721510268 9.543127848973265E-4
69 85 97 0.19757789868770004 0.0024221013122999735
69 87 117 0.19886820795679674 0.0011317920432032669
70 4 58 0.19589970052414693 0.004100299475853081
70 9 14 0.1996453426186263 3.546573813737186E-4
70 80 102 0.19904568721510268 9.543127848973265E-4
70 85 97 0.19757789868770004 0.0024221013122999735
70 87 117 0.19886820795679674 0.0011317920432032669
71 4 58 0.19589970052414693 0.004100299475853081
71 9 14 0.1996453426186263 3.546573813737186E-4
71 80 102 0.19904568721510268 9.543127848973265E-4
71 85 97 0.19757789868770004 0.0024221013122999735
71 87 117 0.19886820795679674 0.0011317920432032669
72 4 58 0.19589970052414693 0.004100299475853081
72 9 14 0.1996453426186263 3.546573813737186E-4
72 80 102 0.19904568721510268 9.543127848973265E-4
72 85 97 0.19757789868770004 0.0024221013122999735
72 87 117 0.19886820795679674 0.0011317920432032669
73 4 58 0.19589970052414693 0.004100299475853081
73 9 14 0.1996453426186263 3.546573813737186E-4
73 80 102 0.19904568721510268 9.543127848973265E-4
73 85 97 0.19757789868770004 0.0024221013122999735
73 87 117 0.19886820795679674 0.0011317920432032669
74 4 58 0.19589970052414693 0.004100299475853081
74 9 14 0.1996453426186263 3.546573813737186E-4
74 80 102 0.19904568721510268 9.543127848973265E-4
74 85 97 0.19757789868770004 0.0024221013122999735
74 87 117 0.19886820795679674 0.0011317920432032669
75 9 14 0.1996453426186263 3.546573813737186E-4
75 80 102 0.19904568721510268 9.543127848973265E-4
75 85 97 0.19757789868770004 0.0024221013122999735
75 87 117 0.19886820795679674 0.0011317920432032669
76 9 14 0.1996453426186263 3.546573813737186E-4
76 80 102 0.19904568721510268 9.543127848973265E-4
76 85 97 0.19757789868770004 0.0024221013122999735
76 87 117 0.19886820795679674 0.0011317920432032669
77 9 14 0.1996453426186263 3.546573813737186E-4
77 80 102 0.19904568721510268 9.543127848973265E-4
77 85 97 0.19757789868770004 0.0024221013122999735
77 87 117 0.19886820795679674 0.0011317920432032669
78 9 14 0.1996453426186263 3.546573813737186E-4
78 80 102 0.19904568721510268 9.543127848973265E-4
78 85 97 0.19757789868770004 0.0024221013122999735
78 87 117 0.19886820795679674 0.0011317920432032669
79 9 14 0.1996453426186263 3.546573813737186E-4
79 80 102 0.19904568721510268 9.543127848973265E-4
79 85 97 0.19757789868770004 0.0024221013122999735
79 87 117 0.19886820795679674 0.0011317920432032669
80 9 14 0.1996453426186263 3.546573813737186E-4
80 80 102 0.19904568721510268 9.543127848973265E-4
80 87 117 0.19886820795679674 0.0011317920432032669
81 9 14 0.1996453426186263 3.546573813737186E-4
81 80 102 0.19904568721510268 9.543127848973265E-4
81 87 117 0.19886820795679674 0.0011317920432032669
82 9 14 0.1996453426186263 3.546573813737186E-4
82 80 102 0.19904568721510268 9.543127848973265E-4
82 87 117 0.19886820795679674 0.0011317920432032669
83 9 14 0.1996453426186263 3.546573813737186E-4
83 80 102 0.19904568721510268 9.543127848973265E-4
83 87 117 0.19886820795679674 0.0011317920432032669
84 9 14 0.1996453426186263 3.546573813737186E-4
84 80 102 0.19904568721510268 9.543127848973265E-4
84 87 117 0.19886820795679674 0.0011317920432032669
85 9 14 0.1996453426186263 3.546573813737186E-4
85 80 102 0.19904568721510268 9.543127848973265E-4
85 87 117 0.19886820795679674 0.0011317920432032669
86 9 14 0.1996453426186263 3.546573813737186E-4
86 80 102 0.19904568721510268 9.543127848973265E-4
86 87 117 0.19886820795679674 0.0011317920432032669
87 9 14 0.1996453426186263 3.546573813737186E-4
87 80 102 0.19904568721510268 9.543127848973265E-4
87 87 117 0.19886820795679674 0.0011317920432032669
88 9 14 0.1996453426186263 3.546573813737186E-4
88 80 102 0.19904568721510268 9.543127848973265E-4
88 87 117 0.19886820795679674 0.0011317920432032669
89 9 14 0.1996453426186263 3.546573813737186E-4
89 80 102 0.19904568721510268 9.543127848973265E-4
89 87 117 0.19886820795679674 0.0011317920432032669
90 9 14 0.1996453426186263 3.546573813737186E-4
90 80 102 0.19904568721510268 9.543127848973265E-4
90 87 117 0.19886820795679674 0.0011317920432032669
91 9 14 0.1996453426186263 3.546573813737186E-4
91 80 102 0.19904568721510268 9.543127848973265E-4
91 87 117 0.19886820795679674 0.0011317920432032669
92 9 14 0.1996453426186263 3.546573813737186E-4
92 80 102 0.19904568721510268 9.543127848973265E-4
92 87 117 0.19886820795679674 0.0011317920432032669
93 9 14 0.1996453426186263 3.546573813737186E-4
93 80 102 0.19904568721510268 9.543127848973265E-4
93 87 117 0.19886820795679674 0.0011317920432032669
94 9 14 0.1996453426186263 3.546573813737186E-4
94 80 102 0.19904568721510268 9.543127848973265E-4
94 87 117 0.19886820795679674 0.0011317920432032669
95 9 14 0.1996453426186263 3.546573813737186E-4
95 80 102 0.19904568721510268 9.543127848973265E-4
95 87 117 0.19886820795679674 0.0011317920432032669
96 9 14 0.1996453426186263 3.546573813737186E-4
96 80 102 0.19904568721510268 9.543127848973265E-4
96 87 117 0.19886820795679674 0.0011317920432032669
97 9 14 0.1996453426186263 3.546573813737186E-4
97 80 102 0.19904568721510268 9.543127848973265E-4
97 87 117 0.19886820795679674 0.0011317920432032669
98 9 14 0.1996453426186263 3.546573813737186E-4
98 80 102 0.19904568721510268 9.543127848973265E-4
98 87 117 0.19886820795679674 0.0011317920432032669
99 9 14 0.1996453426186263 3.546573813737186E-4
99 80 102 0.19904568721510268 9.543127848973265E-4
99 87 117 0.19886820795679674 0.0011317920432032669
100 9 14 0.1996453426186263 3.546573813737186E-4
100 80 102 0.19904568721510268 9.543127848973265E-4
100 87 117 0.19886820795679674 0.0011317920432032669
101 9 14 0.1996453426186263 3.546573813737186E-4
101 80 102 0.19904568721510268 9.543127848973265E-4
101 87 117 0.19886820795679674 0.0011317920432032669
102 9 14 0.1996453426186263 3.546573813737186E-4
102 80 102 0.19904568721510268 9.543127848973265E-4
102 87 117 0.19886820795679674 0.0011317920432032669
103 9 14 0.1996453426186263 3.546573813737186E-4
103 80 102 0.19904568721510268 9.543127848973265E-4
103 87 117 0.19886820795679674 0.0011317920432032669
104 9 14 0.1996453426186263 3.546573813737186E-4
104 80 102 0.19904568721510268 9.543127848973265E-4
104 87 117 0.19886820795679674 0.0011317920432032669
105 9 14 0.1996453426186263 3.546573813737186E-4
105 80 102 0.19904568721510268 9.543127848973265E-4
105 87 117 0.19886820795679674 0.0011317920432032669
106 9 14 0.1996453426186263 3.546573813737186E-4
106 80 102 0.19904568721510268 9.543127848973265E-4
106 87 117 0.19886820795679674 0.0011317920432032669
107 9 14 0.1996453426186263 3.546573813737186E-4
107 80 102 0.19904568721510268 9.543127848973265E-4
107 87 117 0.19886820795679674 0.0011317920432032669
108 9 14 0.1996453426186263 3.546573813737186E-4
108 80 102 0.19904568721510268 9.543127848973265E-4
108 87 117 0.19886820795679674 0.0011317920432032669
109 9 14 0.1996453426186263 3.546573813737186E-4
109 80 102 0.19904568721510268 9.543127848973265E-4
109 87 117 0.19886820795679674 0.0011317920432032669
110 9 14 0.1996453426186263 3.546573813737186E-4
110 80 102 0.19904568721510268 9.543127848973265E-4
110 87 117 0.19886820795679674 0.0011317920432032669
111 9 14 0.1996453426186263 3.546573813737186E-4
111 80 102 0.19904568721510268 9.543127848973265E-4
111 87 117 0.19886820795679674 0.0011317920432032669
112 9 14 0.1996453426186263 3.546573813737186E-4
112 80 102 0.19904568721510268 9.543127848973265E-4
112 87 117 0.19886820795679674 0.0011317920432032669
113 9 14 0.1996453426186263 3.546573813737186E-4
113 80 102 0.19904568721510268 9.543127848973265E-4
113 87 117 0.19886820795679674 0.0011317920432032669
114 9 14 0.1996453426186263 3.546573813737186E-4
114 80 102 0.19904568721510268 9.543127848973265E-4
114 87 117 0.19886820795679674 0.0011317920432032669
115 9 14 0.1996453426186263 3.546573813737186E-4
115 80 102 0.19904568721510268 9.543127848973265E-4
115 87 117 0.19886820795679674 0.0011317920432032669
116 9 14 0.1996453426186263 3.546573813737186E-4
116 80 102 0.19904568721510268 9.543127848973265E-4
116 87 117 0.19886820795679674 0.0011317920432032669
117 9 14 0.1996453426186263 3.546573813737186E-4
117 80 102 0.19904568721510268 9.543127848973265E-4
117 87 117 0.19886820795679674 0.0011317920432032669
118 9 14 0.1996453426186263 3.546573813737186E-4
118 80 102 0.19904568721510268 9.543127848973265E-4
118 87 117 0.19886820795679674 0.0011317920432032669
119 9 14 0.1996453426186263 3.546573813737186E-4
119 80 102 0.19904568721510268 9.543127848973265E-4
119 87 117 0.19886820795679674 0.0011317920432032669
120 9 14 0.1996453426186263 3.546573813737186E-4
120 80 102 0.19904568721510268 9.543127848973265E-4
120 87 117 0.19886820795679674 0.0011317920432032669
121 9 14 0.1996453426186263 3.546573813737186E-4
121 80 102 0.19904568721510268 9.543127848973265E-4
121 87 117 0.19886820795679674 0.0011317920432032669
122 9 14 0.1996453426186263 3.546573813737186E-4
122 80 102 0.19904568721510268 9.543127848973265E-4
122 87 117 0.19886820795679674 0.0011317920432032669
123 9 14 0.1996453426186263 3.546573813737186E-4
123 80 102 0.19904568721510268 9.543127848973265E-4
123 87 117 0.19886820795679674 0.0011317920432032669
124 9 14 0.1996453426186263 3.546573813737186E-4
124 80 102 0.19904568721510268 9.543127848973265E-4
124 87 117 0.19886820795679674 0.0011317920432032669
125 9 14 0.1996453426186263 3.546573813737186E-4
125 80 102 0.19904568721510268 9.543127848973265E-4
125 87 117 0.19886820795679674 0.0011317920432032669
126 9 14 0.1996453426186263 3.546573813737186E-4
126 80 102 0.19904568721510268 9.543127848973265E-4
126 87 117 0.19886820795679674 0.0011317920432032669
