#IDXCOL=3,DATACOL=2,SEP=' '
timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
9 3 44 0.19445194673079455 0.005548053269205461
11 23 24 0.19993133596641793 6.866403358207762E-5
11 32 47 0.1986641659915964 0.001335834008403619
12 32 47 0.1986641659915964 0.001335834008403619
16 36 51 0.1969233106882992 0.0030766893117007976
17 36 51 0.1969233106882992 0.0030766893117007976
18 36 51 0.1969233106882992 0.0030766893117007976
19 36 51 0.1969233106882992 0.0030766893117007976
20 36 51 0.1969233106882992 0.0030766893117007976
21 36 51 0.1969233106882992 0.0030766893117007976
22 36 51 0.1969233106882992 0.0030766893117007976
23 36 51 0.1969233106882992 0.0030766893117007976
24 36 51 0.1969233106882992 0.0030766893117007976
25 36 51 0.1969233106882992 0.0030766893117007976
26 36 51 0.1969233106882992 0.0030766893117007976
27 36 51 0.1969233106882992 0.0030766893117007976
28 36 51 0.1969233106882992 0.0030766893117007976
29 36 51 0.1969233106882992 0.0030766893117007976
30 36 51 0.1969233106882992 0.0030766893117007976
31 36 51 0.1969233106882992 0.0030766893117007976
32 36 51 0.1969233106882992 0.0030766893117007976
33 36 51 0.1969233106882992 0.0030766893117007976
34 36 51 0.1969233106882992 0.0030766893117007976
89 62 67 0.19656870526613798 0.003431294733862028
98 7 14 0.19591737583679297 0.004082624163207038
101 2 62 0.1991201957159962 8.798042840038045E-4
110 8 66 0.19491054295901214 0.0050894570409878714
