#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
1 0 0 10 0 10 6
2 0 0 10 0 10 6
3 3 3 7 3 15 9
4 5 4 7 5 13 8
5 7 5 8 8 16 11
6 8 5 7 10 16 11
7 10 7 6 12 13 15
8 10 8 7 12 11 16
9 12 7 9 11 12 16
10 14 8 10 10 11 16
11 14 10 9 8 12 16
12 13 10 9 8 13 17
13 13 11 10 9 12 15
14 13 10 10 10 11 15
15 13 11 10 9 12 15
16 12 10 11 9 11 15
17 12 10 11 9 11 15
18 12 11 11 8 11 15
19 14 9 11 8 12 14
20 13 10 10 8 12 15
21 13 10 12 8 12 14
22 13 11 12 8 11 14
23 12 12 12 8 11 14
24 12 12 12 8 11 14
25 13 12 12 8 11 13
26 13 12 12 8 11 13
27 13 12 12 8 11 13
28 14 11 12 8 11 13
29 13 12 12 8 11 13
30 13 10 14 8 11 13
31 12 10 14 8 11 14
32 13 10 14 8 11 13
33 13 10 13 8 11 14
34 13 10 13 8 11 14
35 13 10 13 9 11 14
36 13 10 13 9 11 14
37 13 10 13 9 11 14
38 13 10 12 9 11 15
39 13 10 13 9 11 14
40 13 10 13 9 11 14
41 13 10 12 9 11 15
42 13 10 12 9 11 15
43 13 10 12 9 11 15
44 13 10 12 9 11 15
45 13 10 12 9 11 15
46 13 10 12 9 11 15
47 12 11 12 9 11 15
48 12 11 12 9 11 15
49 12 11 12 9 11 15
50 12 11 12 9 11 15
51 12 11 12 9 11 15
52 13 11 12 9 11 14
53 12 11 12 9 11 15
54 13 11 12 9 11 14
55 13 11 12 9 11 14
56 13 11 12 9 11 14
57 14 10 12 9 11 14
58 13 11 12 9 11 14
59 13 11 12 9 11 14
60 13 11 12 9 11 14
61 12 11 12 9 11 15
62 12 12 12 9 11 14
63 13 11 12 9 11 14
64 13 10 13 9 11 14
65 13 11 12 9 11 14
66 13 11 13 9 11 13
67 13 11 13 9 11 13
68 13 11 12 9 11 14
69 13 12 12 9 11 13
70 13 12 12 9 11 13
71 13 11 13 9 11 13
72 13 11 13 9 11 13
73 12 12 13 9 11 13
74 11 12 13 9 11 14
75 11 12 13 9 11 14
76 11 12 12 9 11 14
77 11 12 12 9 11 14
78 11 11 13 9 11 14
79 11 12 14 9 11 13
80 11 13 13 9 11 13
81 11 13 12 10 11 13
82 12 13 12 9 11 13
83 11 13 13 9 11 13
84 11 13 12 9 11 13
85 11 13 12 9 11 13
86 11 13 12 8 12 13
87 11 12 13 9 11 13
88 11 12 12 9 12 13
89 11 12 12 9 12 13
90 11 12 12 9 12 13
91 12 12 13 9 11 12
92 12 11 13 9 11 12
93 12 11 13 9 11 12
94 12 11 13 10 11 12
95 12 12 13 9 11 12
96 12 12 13 10 11 11
97 12 13 12 10 11 11
98 12 12 12 10 11 12
99 12 12 12 10 11 12
100 11 13 11 10 11 12
101 11 13 12 10 11 12
102 11 13 12 10 11 12
103 11 13 12 10 11 12
104 11 13 12 10 11 12
105 11 13 12 10 11 12
106 11 13 12 10 11 12
107 12 13 11 10 11 12
108 12 13 12 10 11 12
109 12 13 12 10 11 12
110 11 13 12 10 11 13
111 11 13 12 9 12 13
112 12 12 12 10 11 13
113 12 12 12 10 11 13
114 11 12 12 11 10 14
115 12 13 11 11 10 13
116 12 11 13 11 11 11
117 12 12 13 10 11 11
118 11 13 13 9 11 12
119 12 11 13 10 11 12
120 12 11 14 10 11 12
121 12 12 14 10 11 11
122 13 13 12 9 11 11
123 13 13 12 9 11 11
124 13 13 11 9 11 11
125 11 14 12 10 11 12
126 11 13 12 10 12 12
