#IDXCOL=3,DATACOL=2,SEP=' '
timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
23 31 67 0.19578033719462862 0.004219662805371394
24 31 67 0.19578033719462862 0.004219662805371394
35 31 44 0.19805099157249484 0.0019490084275051722
36 31 44 0.19805099157249484 0.0019490084275051722
37 31 44 0.19805099157249484 0.0019490084275051722
38 31 44 0.19805099157249484 0.0019490084275051722
39 31 44 0.19805099157249484 0.0019490084275051722
40 31 44 0.19805099157249484 0.0019490084275051722
41 31 44 0.19805099157249484 0.0019490084275051722
42 31 44 0.19805099157249484 0.0019490084275051722
43 31 44 0.19805099157249484 0.0019490084275051722
44 31 44 0.19805099157249484 0.0019490084275051722
45 31 44 0.19805099157249484 0.0019490084275051722
46 31 44 0.19805099157249484 0.0019490084275051722
47 31 44 0.19805099157249484 0.0019490084275051722
48 31 44 0.19805099157249484 0.0019490084275051722
49 31 44 0.19805099157249484 0.0019490084275051722
50 31 44 0.19805099157249484 0.0019490084275051722
51 31 44 0.19805099157249484 0.0019490084275051722
52 31 44 0.19805099157249484 0.0019490084275051722
53 31 44 0.19805099157249484 0.0019490084275051722
54 31 44 0.19805099157249484 0.0019490084275051722
55 31 44 0.19805099157249484 0.0019490084275051722
56 31 44 0.19805099157249484 0.0019490084275051722
57 31 44 0.19805099157249484 0.0019490084275051722
58 31 44 0.19805099157249484 0.0019490084275051722
59 31 44 0.19805099157249484 0.0019490084275051722
60 31 44 0.19805099157249484 0.0019490084275051722
60 60 64 0.19442234581378018 0.0055776541862198326
61 31 44 0.19805099157249484 0.0019490084275051722
68 10 28 0.19581398236805478 0.0041860176319452325
69 10 28 0.19581398236805478 0.0041860176319452325
70 10 28 0.19581398236805478 0.0041860176319452325
74 31 44 0.1962362246081805 0.0037637753918195183
75 31 44 0.1962362246081805 0.0037637753918195183
76 31 44 0.1962362246081805 0.0037637753918195183
77 31 44 0.1962362246081805 0.0037637753918195183
78 31 44 0.1962362246081805 0.0037637753918195183
79 31 44 0.1962362246081805 0.0037637753918195183
80 31 44 0.1962362246081805 0.0037637753918195183
81 31 44 0.1962362246081805 0.0037637753918195183
82 31 44 0.1962362246081805 0.0037637753918195183
83 31 44 0.1962362246081805 0.0037637753918195183
84 31 44 0.1962362246081805 0.0037637753918195183
85 31 44 0.1962362246081805 0.0037637753918195183
86 31 44 0.1962362246081805 0.0037637753918195183
87 31 44 0.1962362246081805 0.0037637753918195183
88 31 44 0.1962362246081805 0.0037637753918195183
89 31 44 0.1962362246081805 0.0037637753918195183
90 31 44 0.1962362246081805 0.0037637753918195183
91 31 44 0.1962362246081805 0.0037637753918195183
92 31 44 0.1962362246081805 0.0037637753918195183
93 31 44 0.1962362246081805 0.0037637753918195183
94 31 44 0.1962362246081805 0.0037637753918195183
95 31 44 0.1962362246081805 0.0037637753918195183
96 31 44 0.1962362246081805 0.0037637753918195183
97 31 44 0.1962362246081805 0.0037637753918195183
98 31 44 0.1962362246081805 0.0037637753918195183
99 31 44 0.1962362246081805 0.0037637753918195183
