#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
1 0 0 10 0 10 6
2 0 0 10 0 10 6
3 4 4 6 4 14 7
4 4 5 5 6 13 9
5 7 3 7 10 16 11
6 8 4 8 11 15 12
7 9 7 8 10 14 12
8 12 7 9 9 14 13
9 13 9 9 9 13 13
10 15 9 9 10 12 15
11 15 8 10 10 12 15
12 15 8 10 11 11 15
13 15 9 10 11 10 15
14 16 9 10 11 10 14
15 15 10 9 11 10 15
16 15 10 9 11 10 15
17 14 10 9 11 10 16
18 13 10 9 11 10 17
19 13 10 10 11 10 16
20 12 11 10 11 10 16
21 13 11 10 11 10 15
22 13 11 10 11 10 15
23 13 11 10 11 10 15
24 13 11 10 11 10 15
25 14 11 10 11 10 14
26 14 11 10 12 9 14
27 14 11 10 12 9 14
28 14 10 11 12 9 14
29 14 10 11 11 10 14
30 15 9 11 11 11 13
31 15 9 11 11 11 13
32 14 11 11 9 12 13
33 14 11 12 9 11 13
34 14 11 12 9 11 13
35 14 11 12 9 11 13
36 14 11 12 9 11 13
37 14 11 12 9 11 13
38 14 11 12 9 11 13
39 14 11 12 9 11 13
40 14 11 12 9 11 13
41 14 11 12 9 11 13
42 15 11 12 9 11 12
43 15 11 12 9 11 12
44 15 11 12 9 11 12
45 15 11 12 9 11 12
46 15 11 12 9 11 12
47 15 11 12 9 11 12
48 15 11 12 9 11 12
49 15 11 12 9 11 12
50 15 11 12 9 11 12
51 15 11 12 9 11 12
52 15 11 12 9 11 12
53 15 11 12 9 11 12
54 15 12 11 9 11 12
55 15 12 11 9 11 12
56 15 12 11 9 11 12
57 15 12 11 9 11 12
58 15 12 11 9 11 12
59 15 12 11 9 11 12
60 15 11 12 9 11 12
61 16 10 13 9 11 11
62 15 10 12 9 11 13
63 14 11 12 9 11 13
64 14 11 12 9 11 13
65 14 11 12 9 11 13
66 14 10 13 9 11 13
67 14 9 14 9 11 13
68 14 9 14 9 11 13
69 14 9 14 9 11 13
70 14 9 14 9 11 13
71 14 10 13 9 11 13
72 14 11 12 9 11 13
73 14 11 12 9 11 13
74 14 11 12 9 11 13
75 14 10 13 9 11 13
76 14 10 13 9 11 13
77 14 10 13 9 11 13
78 14 10 13 9 11 13
79 14 9 14 9 11 13
80 14 10 13 9 11 13
81 14 11 12 9 11 13
82 14 11 12 11 9 13
83 14 12 11 11 9 13
84 14 11 11 10 9 13
85 14 11 11 10 9 13
86 14 11 11 9 10 13
87 14 11 12 9 10 13
88 14 11 12 9 10 13
89 13 12 12 9 10 13
90 13 12 12 9 10 13
91 14 12 12 9 10 13
92 14 12 12 8 11 13
93 14 12 12 9 10 13
94 14 12 12 9 10 13
95 14 12 12 9 10 13
96 14 13 11 9 10 13
97 14 13 11 9 10 13
98 14 13 11 9 10 13
99 14 13 11 9 10 13
100 14 13 11 9 10 13
101 14 13 11 9 10 13
102 14 13 11 10 9 13
103 14 13 11 10 9 13
104 14 11 13 11 8 13
105 14 11 13 11 8 13
106 13 12 13 11 8 13
107 14 12 13 11 8 12
108 14 12 13 11 8 12
109 14 12 13 11 8 12
110 14 12 13 11 8 12
111 14 12 13 11 8 12
112 14 12 13 11 8 12
113 14 12 13 11 8 12
114 14 12 13 11 8 12
115 14 12 13 11 8 12
116 14 12 13 11 8 12
117 14 12 13 11 8 12
118 14 12 13 11 8 12
119 14 12 13 11 8 12
120 14 12 13 11 8 12
121 14 12 13 11 8 12
122 14 12 13 11 8 12
123 14 12 13 11 8 12
124 14 12 13 11 8 12
125 14 12 13 11 8 12
126 14 12 13 11 8 12
