#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
182 10 14 11 11 7 7
183 9 15 10 10 8 8
184 9 15 11 10 7 8
185 9 15 10 9 9 8
186 10 15 9 10 8 7
187 10 15 10 10 7 7
188 11 15 9 10 8 6
189 11 15 10 10 7 6
190 10 15 9 10 8 7
191 10 14 10 10 9 7
192 10 14 10 11 8 7
193 10 14 11 10 8 7
194 10 15 10 11 8 6
195 10 15 10 10 9 6
196 10 15 10 10 9 6
197 9 16 11 9 9 6
198 9 15 10 9 9 7
199 10 15 10 9 9 6
200 10 16 9 9 9 6
201 10 16 9 9 9 6
202 10 16 9 9 9 6
203 9 16 10 9 9 6
204 10 16 10 9 10 5
205 10 16 10 10 8 5
206 10 16 11 10 8 5
207 10 18 8 10 8 6
208 11 18 7 10 9 5
209 10 17 9 10 8 6
210 10 17 9 10 8 6
211 11 17 9 10 8 5
212 11 17 9 10 7 6
213 11 16 10 9 8 6
214 11 15 10 10 8 6
215 12 16 10 10 7 5
216 12 14 11 10 7 6
217 12 14 10 10 7 6
218 11 15 10 11 6 6
219 12 16 9 11 6 6
220 12 16 9 11 6 6
221 12 16 9 11 6 5
222 12 16 10 11 6 5
223 12 15 10 11 6 6
224 11 15 9 11 7 6
225 11 15 9 10 8 6
226 11 15 11 10 7 6
227 11 15 10 10 8 6
228 11 15 11 10 7 6
229 11 15 9 10 8 7
230 11 15 9 10 8 7
231 11 15 9 10 8 7
232 11 15 10 10 7 7
233 12 15 10 10 7 6
234 12 15 10 10 7 6
235 11 15 10 10 7 7
236 11 15 9 11 6 7
237 12 14 10 12 6 6
238 12 14 10 12 6 6
239 12 14 10 12 6 5
240 11 14 10 13 5 6
241 11 14 9 12 7 6
242 11 14 10 12 6 6
243 11 14 10 12 6 6
244 11 14 10 13 5 6
245 11 14 10 12 6 6
246 13 14 10 12 6 4
247 13 14 10 11 7 4
248 12 14 10 12 6 5
249 11 14 10 12 6 6
250 12 14 10 12 6 5
251 12 14 10 12 6 5
