#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
182 12 10 8 9 6 15
183 13 9 8 10 6 14
184 12 9 8 10 6 14
185 12 9 8 10 6 14
186 12 9 9 10 5 13
187 13 10 8 10 5 13
188 13 11 7 10 5 13
189 13 12 8 10 5 11
190 13 12 8 10 5 11
191 13 12 8 10 5 11
192 13 12 8 9 6 11
193 11 12 8 9 6 12
194 11 11 9 8 6 12
195 12 11 8 8 6 13
196 13 11 8 9 6 12
197 13 10 9 9 6 12
198 12 11 7 10 5 13
199 12 10 8 11 4 13
200 12 11 7 10 5 13
201 12 12 6 10 5 13
202 12 12 6 10 5 13
203 13 12 6 10 5 12
204 12 11 9 9 6 12
205 13 11 8 9 6 12
206 13 11 8 9 6 12
207 13 11 8 9 6 12
208 13 11 8 9 6 12
209 13 11 8 9 6 12
210 13 11 8 9 6 12
211 13 11 8 9 6 12
212 13 11 9 9 6 11
213 13 12 8 9 6 11
214 13 12 8 9 6 11
215 13 11 9 9 6 11
216 13 10 10 9 6 11
217 13 10 11 9 6 10
218 13 11 10 9 6 10
219 13 12 8 9 6 10
220 12 14 6 9 6 12
221 13 13 7 9 6 11
222 13 12 8 9 6 11
223 13 12 9 9 5 11
224 12 12 9 9 5 12
225 13 12 8 9 5 11
226 13 12 9 9 5 11
227 13 12 8 9 6 11
228 12 12 7 10 5 12
229 13 13 7 10 4 11
230 13 13 7 10 5 11
231 14 12 7 10 5 11
232 13 12 7 10 5 12
233 12 13 7 10 5 12
234 10 11 8 10 6 14
235 10 12 9 9 5 14
236 12 12 9 9 6 11
237 10 13 8 9 6 13
238 10 13 8 9 6 13
239 11 13 8 9 6 11
240 12 13 8 9 6 10
241 12 13 8 9 6 10
242 11 13 9 10 5 10
243 10 13 9 10 5 11
244 12 12 9 9 6 9
245 12 13 9 9 6 8
246 11 12 8 9 6 10
247 13 12 9 9 6 7
248 12 12 10 9 6 8
249 11 12 10 11 5 9
250 11 13 9 11 5 9
251 11 14 7 11 5 9
