#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
182 10 11 9 10 7 10
183 9 11 10 11 5 11
184 10 12 10 10 5 11
185 11 12 10 10 5 10
186 12 12 11 9 5 9
187 13 13 10 10 5 8
188 12 13 9 11 4 10
189 12 14 8 11 4 10
190 13 14 8 11 3 8
191 12 13 10 10 4 9
192 12 13 11 10 4 9
193 13 13 9 10 4 9
194 12 13 10 10 4 9
195 12 14 9 10 5 9
196 12 14 8 10 5 10
197 13 13 9 10 5 9
198 15 13 9 10 5 7
199 15 13 9 10 5 7
200 14 13 8 10 5 8
201 14 13 8 10 4 9
202 14 13 8 11 3 9
203 14 13 8 11 3 10
204 15 13 8 11 3 9
205 15 13 8 10 4 9
206 15 12 8 11 4 9
207 14 13 8 10 5 9
208 14 14 7 10 5 9
209 14 12 9 10 5 9
210 14 13 7 10 5 9
211 15 14 7 10 5 7
212 14 14 7 10 5 8
213 14 14 7 10 5 8
214 14 15 6 10 5 8
215 14 13 7 10 5 8
216 14 14 7 10 5 8
217 14 14 7 10 5 8
218 13 14 7 10 5 9
219 12 13 8 10 6 9
220 12 13 8 10 5 10
221 12 13 8 10 5 10
222 12 13 8 10 6 10
223 13 13 7 10 6 10
224 13 13 7 10 6 10
225 11 13 8 10 6 11
226 10 13 7 11 5 12
227 13 13 8 10 5 9
228 12 14 8 11 4 9
229 12 14 7 12 4 9
230 12 15 7 11 5 9
231 12 15 6 11 5 10
232 14 15 7 11 4 8
233 12 15 7 11 4 10
234 11 15 7 11 4 11
235 12 15 7 11 4 10
236 12 15 8 11 4 9
237 12 14 10 10 5 8
238 12 14 10 10 5 8
239 12 14 10 10 5 8
240 12 14 9 10 5 8
241 11 15 9 9 6 9
242 11 15 9 9 6 9
243 13 15 10 10 5 6
244 12 14 11 9 6 7
245 12 15 10 9 6 7
246 12 15 10 9 6 7
247 12 15 10 9 6 7
248 12 15 10 9 6 7
249 12 16 9 10 5 7
250 12 15 9 11 4 8
251 13 15 8 10 5 7
