#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
182 7 17 9 7 10 9
183 7 17 8 8 10 9
184 8 17 8 9 9 8
185 9 17 8 9 9 7
186 7 17 9 10 8 8
187 7 17 9 9 9 8
188 8 17 9 9 9 7
189 8 18 9 8 9 7
190 8 19 9 9 7 7
191 8 19 9 9 8 6
192 8 19 8 9 8 6
193 7 19 8 8 9 7
194 7 19 8 9 9 7
195 7 19 8 10 8 7
196 8 18 10 10 7 6
197 9 18 10 10 7 5
198 10 18 10 9 8 3
199 9 18 10 9 7 5
200 10 19 9 8 8 4
201 9 19 8 9 8 5
202 9 19 8 9 8 5
203 9 19 8 10 7 5
204 10 19 8 10 7 4
205 10 19 9 10 7 3
206 10 19 9 10 7 3
207 9 19 9 10 7 4
208 9 19 9 10 7 4
209 9 19 9 10 7 4
210 9 19 9 10 7 4
211 9 19 9 10 7 4
212 8 18 10 10 7 5
213 8 18 10 10 7 5
214 8 18 10 10 7 5
215 8 19 9 10 7 5
216 8 19 8 10 7 6
217 8 18 9 10 7 6
218 9 18 10 9 8 4
219 9 18 10 9 8 4
220 9 18 10 10 7 4
221 9 17 11 10 7 4
222 9 17 11 10 7 4
223 9 17 11 10 8 4
224 9 18 10 10 8 4
225 9 19 10 9 8 3
226 9 18 11 9 8 3
227 9 18 11 9 8 3
228 9 17 11 11 7 3
229 9 17 10 11 8 3
230 9 17 10 12 7 3
231 9 18 10 11 7 3
232 9 19 9 11 7 3
233 9 19 8 11 8 3
234 9 19 8 11 8 3
235 9 19 8 11 8 3
236 9 18 9 11 8 3
237 9 17 9 10 10 3
238 9 17 9 10 10 3
239 9 18 8 10 10 3
240 9 17 8 11 10 3
241 9 17 8 12 9 3
242 9 17 8 12 8 3
243 9 16 9 13 8 3
244 9 17 8 13 7 3
245 9 17 8 12 8 3
246 9 17 8 12 8 3
247 9 17 8 12 8 3
248 9 17 7 12 8 3
249 9 16 9 12 8 3
250 9 15 10 12 9 3
251 9 15 11 11 9 3
