timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 9 16 0.19741721811048904 0.002582781889510971
6 28 32 0.1961551725038689 0.0038448274961311035
7 28 32 0.1961551725038689 0.0038448274961311035
8 79 80 0.19917327288203052 8.267271179694946E-4
9 79 80 0.19917327288203052 8.267271179694946E-4
10 79 80 0.19917327288203052 8.267271179694946E-4
