#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
1 0 0 12 0 10 6
2 0 0 12 0 10 6
3 1 4 16 6 12 7
4 2 3 15 8 12 11
5 4 7 12 9 9 11
6 6 9 11 9 8 15
7 7 9 11 9 8 16
8 9 8 13 11 5 14
9 9 9 11 9 7 14
10 10 8 11 9 7 14
11 10 7 11 10 7 14
12 9 9 9 11 6 16
13 9 9 9 9 8 16
14 9 9 9 9 8 16
15 9 9 8 9 7 17
16 9 8 9 10 6 17
17 11 9 10 8 7 15
18 10 9 11 8 7 15
19 10 10 10 8 7 15
20 10 10 10 8 7 15
21 10 10 9 8 7 15
22 9 10 9 9 6 16
23 9 8 12 8 7 16
24 10 9 11 8 7 15
25 10 9 10 8 8 15
26 10 9 11 9 7 14
27 10 8 12 9 7 14
28 8 8 12 9 7 16
29 8 9 11 10 6 16
30 9 9 12 9 6 15
31 8 11 10 9 6 16
32 9 11 9 10 6 15
33 9 11 9 9 7 14
34 10 8 11 9 7 14
35 10 9 11 9 7 14
36 10 9 10 9 7 15
37 10 9 10 9 7 15
38 9 7 11 9 7 16
39 9 7 10 8 8 16
40 10 7 11 9 8 14
41 10 8 11 9 7 14
42 10 8 10 9 9 14
43 9 9 9 9 9 15
44 10 8 10 10 7 14
45 10 8 10 9 8 14
46 9 9 9 9 8 15
47 9 9 9 9 8 15
48 9 8 10 9 8 15
49 9 10 8 9 9 14
50 9 9 9 12 6 14
51 10 9 10 10 8 13
52 10 7 12 11 7 13
53 10 8 10 12 7 13
54 9 8 9 10 10 14
55 9 9 8 10 10 14
56 9 8 9 11 8 14
57 9 8 9 10 9 14
58 9 8 9 10 11 13
59 8 9 9 9 11 14
60 9 6 11 12 9 13
61 8 7 11 12 9 13
62 8 8 8 11 11 14
63 9 7 8 10 13 13
64 7 9 7 12 11 14
65 9 8 7 10 13 12
66 9 8 7 13 10 12
67 9 7 9 13 10 12
68 8 7 9 14 9 12
69 7 7 9 15 8 13
70 7 7 8 13 11 13
71 7 7 6 14 12 14
72 7 7 7 13 12 14
73 8 8 5 13 13 13
74 9 8 6 13 12 12
75 9 6 8 13 12 12
76 9 7 8 12 12 12
77 9 6 8 14 11 12
78 9 6 7 13 13 12
79 9 5 8 13 13 12
80 9 7 7 13 11 12
81 9 7 7 14 11 12
82 8 8 8 14 9 13
83 9 9 6 13 11 12
84 9 9 7 13 11 11
85 9 9 7 14 10 11
86 9 7 9 14 10 11
87 9 7 10 14 9 11
88 10 7 8 15 9 10
89 10 8 9 13 10 10
90 8 9 8 13 10 12
91 8 9 8 13 10 12
92 9 8 9 13 10 11
93 8 9 7 13 11 12
94 10 10 7 13 10 10
95 8 10 6 15 8 12
96 9 10 5 14 9 13
97 8 10 5 14 9 14
98 8 10 5 14 9 14
99 8 9 7 15 7 14
100 10 8 7 13 8 13
101 9 9 6 12 9 14
102 8 8 7 13 9 15
103 10 9 7 13 9 12
104 10 9 7 13 9 12
105 9 8 8 11 11 13
106 9 10 8 12 8 13
107 9 10 9 12 7 13
108 8 9 9 13 7 14
109 7 9 8 13 8 14
110 7 9 8 12 9 14
111 7 10 6 13 8 14
112 9 10 8 13 7 13
113 9 9 9 13 7 13
114 9 9 9 14 6 13
115 8 11 6 13 8 13
116 8 11 7 14 6 13
117 8 11 8 14 5 13
118 8 11 9 14 6 12
119 8 9 11 13 7 12
120 9 9 12 13 6 11
121 9 9 10 13 7 11
122 10 9 10 12 8 10
123 8 11 9 12 8 11
124 10 11 9 12 8 9
125 9 11 9 13 7 10
126 7 13 9 12 8 11
127 6 13 7 12 9 13
128 5 13 8 11 9 14
129 6 14 7 11 9 13
130 6 14 8 11 8 13
131 6 13 10 10 8 13
132 8 12 9 12 7 12
133 9 13 8 12 7 11
134 8 11 10 12 7 12
135 9 13 9 12 6 10
136 10 12 9 12 7 10
137 11 13 8 11 8 9
138 11 12 9 11 7 9
139 11 11 10 10 8 9
140 10 12 9 11 8 9
141 10 14 8 11 7 9
142 10 14 8 11 7 10
143 10 14 9 11 6 10
144 10 15 8 11 6 10
145 12 14 9 9 8 8
146 11 16 9 9 7 8
147 12 15 10 9 7 7
148 12 15 10 9 7 7
149 12 15 9 9 7 7
150 12 16 7 10 6 8
151 12 15 10 10 5 8
152 12 14 12 10 5 7
153 12 15 11 10 5 7
154 13 14 10 10 6 7
155 12 16 10 10 5 7
156 13 16 10 10 5 6
157 12 16 11 10 4 7
158 13 15 10 10 5 7
159 12 15 10 10 5 8
160 13 15 10 10 5 7
161 13 16 9 10 6 6
162 13 16 9 10 6 6
163 13 16 9 10 5 7
164 12 15 9 10 5 9
165 11 14 9 11 5 10
166 12 14 10 11 5 8
167 13 14 11 11 4 7
168 13 14 10 10 5 8
169 11 14 10 10 6 9
170 12 15 11 9 6 7
171 12 16 10 9 6 7
172 13 15 12 9 5 6
173 12 14 11 10 6 7
174 12 14 11 10 6 7
175 13 15 10 9 7 6
176 14 16 9 9 7 5
177 12 17 8 9 7 7
178 13 16 9 9 7 6
179 13 15 11 9 6 6
180 13 16 9 9 6 6
181 13 15 11 9 6 6
