#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
182 12 15 11 9 6 7
183 12 15 12 9 6 6
184 12 15 11 9 6 6
185 11 15 11 9 6 6
186 11 15 11 9 6 7
187 11 16 10 9 6 7
188 13 14 11 10 5 6
189 12 16 10 9 6 7
190 12 16 10 9 6 7
191 12 16 10 9 6 7
192 13 15 10 9 7 6
193 13 15 10 9 7 6
194 14 14 10 11 6 5
195 14 14 9 11 6 6
196 14 14 8 11 7 6
197 14 13 9 10 8 6
198 14 14 8 10 8 6
199 14 14 7 10 9 6
200 13 14 8 10 8 7
201 12 14 8 10 8 8
202 12 14 8 10 8 8
203 12 13 10 10 8 7
204 11 14 9 11 7 8
205 11 14 9 11 7 8
206 12 14 9 11 7 7
207 12 14 8 11 8 7
208 12 14 8 11 8 7
209 13 15 8 11 7 6
210 13 15 7 11 8 6
211 13 15 7 11 8 6
212 13 15 7 11 8 5
213 13 16 7 10 8 5
214 11 16 7 10 8 7
215 12 16 8 11 7 6
216 11 17 6 11 8 7
217 11 16 7 11 8 7
218 10 16 7 11 8 8
219 11 14 7 10 8 7
220 11 15 8 11 8 6
221 11 16 7 11 8 6
222 12 16 7 11 8 5
223 13 14 8 12 8 4
224 11 15 7 13 7 5
225 12 15 7 13 6 5
226 11 15 7 12 7 6
227 10 15 7 11 8 7
228 11 15 7 11 8 6
229 11 17 7 10 8 6
230 11 17 7 10 8 6
231 11 17 7 11 7 6
232 11 17 7 11 7 6
233 11 16 8 11 7 6
234 11 16 8 11 7 6
235 11 15 9 11 7 6
236 11 15 9 11 7 6
237 10 14 10 13 5 7
238 10 13 11 13 5 7
239 10 14 10 13 5 7
240 10 14 11 12 5 7
241 10 14 11 12 5 7
242 10 14 11 12 5 7
243 10 15 9 12 6 7
244 10 15 9 12 6 7
245 10 15 9 12 6 7
246 10 15 9 12 6 7
247 10 15 9 12 6 6
248 10 15 9 13 5 6
249 10 15 9 13 5 6
250 10 15 9 13 5 7
251 9 15 9 12 6 7
