#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
156 5 7 5 4 4 4
157 5 8 4 4 4 4
158 5 8 4 4 4 4
159 6 8 5 4 4 2
160 6 8 5 4 4 2
161 5 7 5 4 5 3
162 5 7 5 4 5 3
163 4 9 5 4 5 2
164 4 9 6 4 4 2
165 5 10 4 5 4 2
166 5 9 5 6 3 2
167 6 9 4 6 4 1
168 6 9 4 6 4 1
169 5 8 5 7 3 1
170 5 9 3 5 5 2
171 5 9 3 5 5 2
172 5 8 4 5 5 2
173 5 8 4 5 5 2
174 5 8 4 5 5 2
175 5 8 4 5 5 2
176 5 8 4 5 5 2
177 5 8 4 5 5 2
178 5 8 4 5 5 2
179 5 8 4 5 5 2
180 6 8 5 6 3 1
181 6 8 4 6 4 1
182 5 8 4 7 3 2
183 5 8 4 7 3 2
184 5 8 4 6 4 2
185 5 8 4 7 3 2
186 5 8 4 7 3 2
187 5 8 4 7 3 2
188 5 8 4 6 4 2
189 5 8 4 6 4 2
190 5 7 5 6 4 2
191 5 7 5 6 4 2
192 5 8 4 6 4 2
193 5 9 2 6 5 2
194 5 8 3 6 5 2
195 5 8 3 6 5 2
196 5 8 3 6 5 2
197 5 8 3 6 5 2
198 5 8 2 6 6 2
199 5 8 2 6 6 2
200 5 8 2 6 5 2
201 5 7 3 6 5 2
202 5 7 3 7 5 2
203 5 7 3 7 5 2
204 5 7 3 7 5 2
205 5 7 3 8 4 2
206 5 7 3 7 5 2
207 5 6 4 7 5 2
208 6 6 4 8 4 1
209 6 6 4 7 5 1
210 6 7 2 7 5 2
211 6 8 2 7 4 2
212 5 8 2 7 4 3
213 5 8 2 7 4 3
214 5 8 2 6 5 3
215 5 8 2 6 5 3
216 5 8 2 6 5 3
217 5 8 2 6 5 3
218 4 7 3 6 5 4
219 6 7 3 6 5 2
220 5 7 3 6 5 3
221 5 7 3 6 5 3
222 6 8 2 6 5 2
223 6 8 2 6 5 2
224 6 7 3 6 5 2
225 6 7 4 6 4 2
226 6 7 4 6 4 1
227 6 8 2 6 5 1
228 6 8 2 6 5 1
229 6 8 2 6 5 1
230 6 8 2 6 5 1
231 6 8 2 6 5 1
232 6 8 2 6 5 1
233 6 8 2 6 5 1
234 6 8 2 6 5 1
235 6 8 2 6 5 1
236 6 8 2 6 5 1
237 6 8 2 6 5 1
238 6 8 2 6 5 1
239 6 8 2 6 5 1
240 6 8 2 6 5 1
241 6 8 2 6 5 1
242 6 8 2 6 5 1
243 6 8 2 6 5 1
244 6 8 2 6 5 1
245 6 8 3 6 4 1
246 6 7 3 6 4 1
247 6 7 3 6 4 1
248 6 7 3 6 4 1
249 6 7 3 6 4 1
250 6 7 3 6 4 1
251 6 7 3 6 4 1
