#IDXCOL=1,DATACOL=6,SEP=' '
timeStep areaDensityCounting-PID5 areaDensityCounting-PID7 areaDensityCounting-PID8 areaDensityCounting-PID9 areaDensityCounting-PID10 areaDensityCounting-PID11
1 0 0 10 0 10 6
2 0 0 10 0 10 6
3 1 3 7 3 7 9
4 2 4 5 3 7 9
5 4 3 5 5 4 8
6 4 4 5 6 2 8
7 4 5 4 6 2 8
8 5 4 5 5 3 7
9 5 5 5 5 3 7
10 5 4 6 5 3 7
11 4 4 6 5 3 8
12 4 4 6 5 3 8
13 4 5 4 5 3 8
14 4 5 4 4 4 8
15 4 4 6 4 4 8
16 4 4 6 3 4 8
17 4 4 6 4 3 8
18 4 3 8 4 3 8
19 4 4 7 5 2 8
20 4 4 7 5 2 8
21 4 5 5 4 3 8
22 4 4 5 5 3 9
23 4 4 6 4 4 8
24 4 3 7 5 3 8
25 3 3 7 4 4 9
26 3 2 8 4 4 9
27 3 4 6 4 4 9
28 3 3 7 5 3 9
29 3 4 6 4 4 9
30 4 4 6 4 4 8
31 4 4 6 3 5 8
32 4 5 4 3 5 8
33 4 5 3 4 5 8
34 4 5 3 3 6 8
35 3 3 5 4 5 9
36 3 3 6 3 6 8
37 3 4 5 4 6 8
38 4 5 4 4 6 7
39 4 5 4 5 5 7
40 4 4 5 5 5 7
41 3 4 5 4 6 8
42 3 4 5 4 6 8
43 3 4 4 5 5 8
44 4 3 4 7 4 7
45 5 5 2 6 5 6
46 5 5 3 7 4 6
47 5 4 3 6 6 6
48 4 4 3 6 6 7
49 4 4 3 7 5 7
50 4 4 3 7 5 7
51 3 5 3 6 5 8
52 4 6 2 5 6 7
53 4 4 4 5 6 7
54 4 3 4 6 6 7
55 4 5 4 5 5 7
56 4 5 4 5 5 7
57 4 4 4 6 5 6
58 4 5 3 5 6 7
59 4 4 4 6 5 7
60 4 2 4 7 6 7
61 4 2 4 7 6 7
62 3 4 3 6 6 8
63 3 4 3 6 6 8
64 3 3 3 5 7 8
65 3 3 3 5 8 8
66 4 2 3 5 8 8
67 4 2 4 4 8 8
68 4 3 3 4 8 8
69 4 3 3 4 8 8
70 4 2 5 4 8 7
71 4 2 5 5 7 7
72 5 2 4 5 7 7
73 6 1 4 6 7 6
74 6 2 3 5 8 5
75 5 2 2 5 8 6
76 4 3 2 6 6 7
77 7 3 2 5 7 6
78 6 2 4 5 7 6
79 7 2 4 4 8 5
80 7 2 4 6 6 5
81 6 3 4 6 6 5
82 6 3 4 6 6 5
83 7 3 4 5 7 4
84 7 3 4 5 7 4
85 7 3 4 6 6 4
86 5 4 4 6 6 5
87 5 4 5 6 5 5
88 4 5 5 6 5 5
89 3 6 3 6 6 6
90 4 7 3 7 4 5
91 4 6 4 7 4 5
92 4 6 5 6 3 6
93 3 7 5 6 3 6
94 3 8 5 6 3 5
95 4 9 3 6 3 5
96 5 9 2 6 3 5
97 5 9 3 6 3 4
98 5 9 4 5 3 4
99 3 9 4 5 3 6
100 4 7 4 6 3 6
101 5 7 4 6 3 5
102 4 6 6 5 3 6
103 4 6 6 5 3 6
104 5 6 6 5 3 5
105 4 9 4 5 3 5
106 3 8 5 5 3 6
107 3 8 5 5 3 6
108 3 8 4 5 3 6
109 4 6 5 5 3 6
110 4 6 5 5 4 6
111 4 6 6 5 3 6
112 4 7 4 5 4 6
113 3 8 4 5 3 7
114 3 7 4 6 3 7
115 3 7 4 7 2 7
116 3 6 5 6 3 7
117 4 7 4 5 4 6
118 4 7 3 6 4 6
119 5 5 5 6 4 5
120 4 6 4 6 4 5
121 5 6 4 6 4 4
122 5 6 4 6 3 5
123 5 6 4 4 5 5
124 4 6 5 4 5 6
125 4 7 4 5 4 6
126 6 6 3 6 4 5
127 5 6 4 6 3 6
128 4 7 3 5 4 7
129 4 7 4 4 4 7
130 5 7 4 4 4 6
131 6 5 5 4 4 6
132 6 6 5 5 3 5
133 6 6 5 5 3 5
134 7 6 5 5 3 4
135 7 6 5 5 3 4
136 7 6 5 5 3 4
137 6 7 5 5 3 4
138 5 7 4 5 3 6
139 4 8 4 5 3 6
140 5 8 4 5 3 5
141 5 8 4 5 3 5
142 4 8 4 5 3 6
143 5 8 4 5 3 5
144 5 8 4 5 3 5
145 4 8 4 5 3 6
146 4 8 4 5 3 6
147 6 8 5 5 3 3
148 5 9 4 5 3 4
149 5 9 4 4 4 4
150 5 8 5 4 4 4
151 5 8 4 4 4 5
152 5 9 3 4 4 5
153 5 8 5 4 4 4
154 5 8 5 4 4 4
155 5 8 5 4 4 4
